
OD330347851703672300,PZT2401301930B66RL01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330347851703672300,PZT2401301930B66RL02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430194152195663300,PZT2401130033R6KNU01,FAILED,True,PREPAID,rcbp_flipkart
OD430194152195663300,PZT2401130033R6KNU02,FAILED,True,PREPAID,rcbp_flipkart
OD330354621030558300,PZT2401311418M2VUB01,SUCCESSFUL,False,PREPAID,NA
OD330354621030558300,PZT2401311418M2VUB02,SUCCESSFUL,False,PREPAID,NA
OD330354621030558300,RX303036357209924212,SUCCESSFUL,False,NA,NA
OD330354621030558300,CR2402011510087041342003,SUCCESSFUL,False,NA,NA
OD330354621030558300,CR24020115100813372038303,INITIATED,False,NA,NA
OD330354621030558300,RX203036357209922078,SUCCESSFUL,False,NA,NA
OD430347543895896300,PZT2401301838G2FKS01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430347543895896300,PZT2401301838G2FKS02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430353399462905300,PZT2401311054DUZB901,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430353399462905300,PZT2401311054DUZB902,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430271558729480300,PZT2401212334HAI9O01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430271558729480300,PZT2401212334HAI9O02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430353248019942300,PZT2401311029S7EAW02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430353248019942300,PZT2401311029S7EAW01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330355002907192300,PZT2401311521MRNI201,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330354932783735300,PZT2401311510UUBED01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330354932783735300,PZT2401311510UUBED02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430355072166148300,PZT2401311533O3NIN02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430355072166148300,PZT2401311533O3NIN01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330354589379427300,RX203036357209928072,SUCCESSFUL,False,NA,NA
OD330354589379427300,CR24020115100711808738001,SUCCESSFUL,False,NA,NA
OD330354589379427300,RX203036357209925546,SUCCESSFUL,False,NA,NA
OD330354589379427300,PZT240131141276M6L01,SUCCESSFUL,False,PREPAID,NA
OD330354589379427300,PZT240131141276M6L02,SUCCESSFUL,False,PREPAID,NA
OD330354589379427300,CR24020115100714881386301,INITIATED,False,NA,NA
OD330354582000103300,RX103036357189842408,SUCCESSFUL,False,NA,NA
OD330354582000103300,CR24020115100625162684908,SUCCESSFUL,False,NA,NA
OD330354582000103300,PZT24013114118CS5J01,SUCCESSFUL,False,PREPAID,NA
OD330354582000103300,PZT24013114118CS5J02,SUCCESSFUL,False,PREPAID,NA
OD330354582000103300,RX303036357189848874,SUCCESSFUL,False,NA,NA
OD330354582000103300,CR2402011510064647465908,INITIATED,False,NA,NA
OD330347880061032300,PZT2401301934ZJ9TJ01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330347880061032300,PZT2401301934ZJ9TJ02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430355218882470300,PZT24013115575HIPQ01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430355218882470300,PZT24013115575HIPQ02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430355337135966300,PZT24013116172QA8P01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430355337135966300,PZT24013116172QA8P02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330354603362626300,PZT240131141513VXC01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330354603362626300,PZT240131141513VXC02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430355197385912100,PZT2401311554F87S901,SUCCESSFUL,False,PREPAID,lockin
OD430355197385912100,PZT2401311554F87S902,SUCCESSFUL,False,PREPAID,FKRT
OD330355611008426300,PZT24013117039WJJC01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330355611008426300,PZT24013117039WJJC02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330355640455107300,PZT2401311708EIMGL01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330355640455107300,PZT2401311708EIMGL02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330353002524974300,PZT2401310948HD6UE02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330353002524974300,PZT2401310948HD6UE01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430354892694928300,PZT2401311503LG2IV01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430354892694928300,PZT2401311503LG2IV02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330326413469000300,PZT24012807568POLE01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330355977076540300,PZT24013118043ALH402,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330355977076540300,PZT24013118043ALH401,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430356000610303300,PZT24013118089R8OU01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430356000610303300,PZT24013118089R8OU02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430355937883490300,PZT2401311757YZI4S01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430355937883490300,PZT2401311757YZI4S02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430355378357074300,PZT240131162444MRS02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430355378357074300,PZT240131162444MRS01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430352744867736300,PZT2401310905TKDEN01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430352744867736300,PZT2401310905TKDEN02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430356255697703300,PZT24013118509N2FP01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430356255697703300,PZT24013118509N2FP02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330356121323920300,PZT2401311828UB8TG02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330356121323920300,PZT2401311828UB8TG01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430356189884530300,PZT2401311839YR4D601,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430356189884530300,PZT2401311839YR4D602,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430353591642942300,PZT2401311126GA72U01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430353591642942300,PZT2401311126GA72U02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430356427326618300,PZT240131191949YU701,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430356427326618300,PZT240131191949YU702,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430356349276634300,PZT2401311906ARTOP01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430356349276634300,PZT2401311906ARTOP02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430356414955984300,PZT24013119176F3MX03,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430356414955984300,PZT24013119176F3MX02,FAILED,True,PREPAID,rcbp_flipkart
OD430356414955984300,PZT24013119176F3MX01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430355905683505300,PZT24013117528HHUS01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430355905683505300,PZT24013117528HHUS02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430356518814582300,PZT24013119346JXIW01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430356518814582300,PZT24013119346JXIW02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430353464366330300,PZT2401311105N6U3Y01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430353464366330300,PZT2401311105N6U3Y02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330356507484614300,PZT2401311932TJCT401,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330356507484614300,PZT2401311932TJCT402,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330356926190343300,PZT2401312042YI5RH02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330356926190343300,PZT2401312042YI5RH01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430356761908069300,PZT2401312015DP1P803,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430356761908069300,PZT2401312015DP1P802,FAILED,True,PREPAID,rcbp_flipkart
OD430356761908069300,PZT2401312015DP1P801,FAILED,True,PREPAID,rcbp_flipkart
OD430356761908069300,PZT2401312015DP1P804,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330339070169907300,PZT2401291906GXNHA04,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330339070169907300,PZT2401291906GXNHA01,FAILED,True,PREPAID,rcbp_flipkart
OD330339070169907300,PZT2401291906GXNHA03,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330339070169907300,PZT2401291906GXNHA02,FAILED,True,PREPAID,rcbp_flipkart
OD430357091301117300,PZT2401312109T2V3O02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430357091301117300,PZT2401312109T2V3O01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430356050853477300,PZT2401311816SFGLU02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430356050853477300,PZT2401311816SFGLU01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430357300086685300,PZT2401312144JBKOU01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430357300086685300,PZT2401312144JBKOU02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430327494005662300,PZT24012810575J6Z602,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430327494005662300,PZT24012810575J6Z601,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430357343040037300,PZT24013121516WXYT02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430357343040037300,PZT24013121516WXYT01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330357464903119300,PZT2401312212RMFQD01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330357464903119300,PZT2401312212RMFQD02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430357394419156300,PZT2401312200QZWG701,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430357394419156300,PZT2401312200QZWG702,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330357654723826300,PZT2401312243GUA1E02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330357654723826300,PZT2401312243GUA1E01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430353933114487300,PZT2401311223CDZAS01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430353933114487300,PZT2401311223CDZAS02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430356634667982300,PZT2401311953HWNB901,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430356634667982300,PZT2401311953HWNB902,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430349690197750300,PZT2401310036H2FEV01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430349690197750300,PZT2401310036H2FEV02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330356457776270300,PZT2401311924FZWF501,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330356457776270300,PZT2401311924FZWF502,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330357855592061300,PZT2401312317YKW4E02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330357855592061300,PZT2401312317YKW4E01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330357809217504300,PZT2401312309CP5AC02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330357809217504300,PZT2401312309CP5AC01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430357524201071300,PZT24013122228QPUQ01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430357524201071300,PZT24013122228QPUQ02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430356235785515300,PZT2401311847C6TJQ01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430356235785515300,PZT2401311847C6TJQ02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330358106293733300,PZT2401312359DJ6LD01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330358106293733300,PZT2401312359DJ6LD02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330327064633486300,PZT2401280945JG2F302,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330327064633486300,PZT2401280945JG2F301,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430356758984472300,PZT2401312014R176P02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430356758984472300,PZT2401312014R176P01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430353946625462300,PZT240131122549QZT01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430353946625462300,PZT240131122549QZT02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330360713309141300,PZT2402010713RID7C01,FAILED,True,PREPAID,rcbp_flipkart
OD330353010972800300,PZT2401310949SR1K502,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330353010972800300,PZT2401310949SR1K501,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430347902356802300,PZT2401301938HT5MP02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430347902356802300,PZT2401301938HT5MP01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430352699090679300,PZT2401310857BEZA801,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430352699090679300,PZT2401310857BEZA802,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430355753736134300,PZT2401311727ZLPHS01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430355753736134300,PZT2401311727ZLPHS02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330347841463352300,PZT2401301928C95UF02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330347841463352300,PZT2401301928C95UF01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430356075264561300,PZT2401311820C1FOP01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430356075264561300,PZT2401311820C1FOP02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330356857296554300,PZT24013120305LW6M02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330356857296554300,PZT24013120305LW6M01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430329304130531300,PZT2401281558O8OXU01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430329304130531300,PZT2401281558O8OXU02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
order_Id,pzt_id,status,invalidate,paymentCategory,merchant_id
OD430052790206711300,RX303036485928287480,SUCCESSFUL,False,NA,NA
OD430052790206711300,CR2402011844392707156508,SUCCESSFUL,False,NA,NA
OD430052790206711300,PZT2312271553HBJVW02,SUCCESSFUL,False,PREPAID,NA
OD430052790206711300,PZT2312271553HBJVW01,SUCCESSFUL,False,PREPAID,NA
OD430052790206711300,RX303036485928278165,SUCCESSFUL,False,NA,NA
OD430052790206711300,CR24020118443913497814908,SUCCESSFUL,False,NA,NA
OD330347841463352300,RX103036618973068373,SUCCESSFUL,False,NA,NA
OD330347841463352300,CR24020122262216002077903,SUCCESSFUL,False,NA,NA
OD330347841463352300,PZT2401301928C95UF02,SUCCESSFUL,False,PREPAID,NA
OD330347841463352300,CR2402012226226998578403,SUCCESSFUL,False,NA,NA
OD330347841463352300,PZT2401301928C95UF01,SUCCESSFUL,False,PREPAID,NA
OD330347841463352300,RX203036618973062884,SUCCESSFUL,False,NA,NA
OD430356336732395300,PZT2401311904CRXZW02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430356336732395300,PZT2401311904CRXZW01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330320364474688300,PZT2401271508D2DHC01,FAILED,True,PREPAID,rcbp_flipkart
OD330360973116781300,PZT2402010756Z5KLJ01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330360973116781300,PZT2402010756Z5KLJ02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330361063159777300,PZT2402010811RXDP201,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330356863990503300,PZT2401312032N7GBC02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330356863990503300,PZT2401312032N7GBC01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430356477417947300,PZT2401311927AO3EX02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430356477417947300,PZT2401311927AO3EX01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330361421328851300,PZT2402010911GKJIC02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330361421328851300,PZT2402010911GKJIC01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430361062316979300,PZT2402010811L3IJZ01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430361062316979300,PZT2402010811L3IJZ02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330356649150364300,PZT2401311956ZDAQA02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330356649150364300,PZT2401311956ZDAQA01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330201061346361300,PZT240113194439YP402,FAILED,True,PREPAID,rcbp_flipkart
OD330201061346361300,PZT240113194439YP401,FAILED,True,PREPAID,rcbp_flipkart
OD430361990543071300,PZT2402011046GNHYQ02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430361990543071300,PZT2402011046GNHYQ01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330361697209857300,PZT2402010957DTL2L02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330361697209857300,PZT2402010957DTL2L01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430356055723922300,PZT24013118176ZDGW01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430356055723922300,PZT24013118176ZDGW02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330361033857419300,PZT2402010807GYTRL02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330361033857419300,PZT2402010807GYTRL01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330362212591286300,PZT2402011123XDP9G01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330362212591286300,PZT2402011123XDP9G02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330356732309723300,PZT24013120103GQNC01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330356732309723300,PZT24013120103GQNC02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430361794633298300,PZT2402011013WN7OZ01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430361794633298300,PZT2402011013WN7OZ02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330362172601839300,PZT2402011116UORTK01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430233725301562300,PZT240117142842ONY01,FAILED,True,PREPAID,rcbp_flipkart
OD430233725301562300,PZT240117142842ONY02,FAILED,True,PREPAID,rcbp_flipkart
OD430362648659040300,PZT2402011236ZYFD802,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430362648659040300,PZT2402011236ZYFD801,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330312190346997300,PZT2401261626IVFXG01,FAILED,True,PREPAID,rcbp_flipkart
OD330312190346997300,PZT2401261626IVFXG02,FAILED,True,PREPAID,rcbp_flipkart
OD430363270103982300,PZT2402011419Q9JYQ01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430363270103982300,PZT2402011419Q9JYQ02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430362923840335300,PZT2402011322ZPOVU02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430362923840335300,PZT2402011322ZPOVU01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330338839009106300,PZT2401291827IPRIH01,FAILED,True,PREPAID,rcbp_flipkart
OD330338839009106300,PZT2401291827IPRIH02,FAILED,True,PREPAID,rcbp_flipkart
OD330338839009106300,PZT2401291827IPRIH03,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330338839009106300,PZT2401291827IPRIH04,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430356938711239300,PZT2401312044Q7YQ802,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430356938711239300,PZT2401312044Q7YQ801,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430362215603833300,PZT2402011124CX6YY02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430362215603833300,PZT2402011124CX6YY01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330361708400327300,PZT2402010959DV5B501,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330361708400327300,PZT2402010959DV5B502,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430361993184418300,PZT2402011046MEG8W01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430363438008662300,PZT2402011447MEOR702,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430363438008662300,PZT2402011447MEOR701,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430361578576688300,PZT2402010937UN6OS02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
